trip_id,driver_id,cab_id,rider_id,location_start_id,ride_end_time,coupon_id,rider_payment_id,request_time,ride_start_time,ride_wait_time,total_mileage,trip_amount,discount_amount,paid_amount,trip_status,rider_rating,driver_rating,rider_review,driver_review
trip_688,EMP042,cab42,CUS1175,loc688,03-01-2020 16:09:00,2,pay175,2:07:00 PM,1/3/20,12:01:00 AM,40.33,83,5,78,completed,1,3.5,poor,arrived on time
trip_689,EMP043,cab43,CUS1176,loc689,03-01-2020 15:01:00,0,pay176,2:13:00 PM,1/3/20,12:01:00 AM,15.67,45,0,45,completed,5,2,polite,poor car quality
trip_690,EMP044,cab44,CUS1019,loc690,03-01-2020 15:25:00,4,pay019,2:25:00 PM,1/3/20,12:01:00 AM,19.67,66,3.3,62.7,completed,3,1,bad,extremely unprofessional
trip_691,EMP045,cab45,CUS1001,loc691,03-01-2020 15:20:00,0,pay001,2:27:00 PM,1/3/20,12:01:00 AM,17.33,62,0,62,completed,4,3.9,friendly customer,friendly Driver
trip_692,EMP022,cab22,CUS1002,loc692,03-01-2020 15:31:00,0,pay002,2:37:00 PM,1/3/20,12:01:00 AM,17.67,62,0,62,completed,3,3.9,bad,friendly Driver
trip_693,EMP023,cab23,CUS1185,loc693,03-01-2020 15:25:00,0,pay185,2:42:00 PM,1/3/20,12:01:00 AM,14,45,0,45,completed,3,2,bad,poor car quality
trip_694,EMP024,cab24,CUS1017,loc694,03-01-2020 15:31:00,0,pay017,2:46:00 PM,1/3/20,12:01:00 AM,14.67,45,0,45,completed,1,1,poor,extremely unprofessional
trip_695,EMP025,cab25,CUS1018,loc695,03-01-2020 16:11:00,0,pay018,2:52:00 PM,1/3/20,12:01:00 AM,26,74,0,74,completed,3,3.9,bad,friendly Driver
trip_696,EMP026,cab26,CUS1019,loc696,03-01-2020 16:12:00,0,pay019,2:54:00 PM,1/3/20,12:01:00 AM,25.67,74,0,74,completed,2,3.9,unfriendly,friendly Driver
trip_697,EMP027,cab27,CUS1020,loc697,03-01-2020 15:58:00,0,pay020,2:58:00 PM,1/3/20,12:01:00 AM,19.67,66,0,66,completed,4,3.5,friendly customer,arrived on time
trip_698,EMP028,cab28,CUS1021,loc698,03-01-2020 16:00:00,0,pay021,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,2,3.9,unfriendly,friendly Driver
trip_699,EMP029,cab29,CUS1007,loc699,03-01-2020 16:00:00,0,pay007,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,4,1,friendly customer,extremely unprofessional
trip_700,EMP030,cab30,CUS1008,loc700,03-01-2020 16:00:00,1,pay008,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,10,52,completed,2,3,unfriendly,language barrier
trip_701,EMP031,cab31,CUS1009,loc701,03-01-2020 16:00:00,0,pay009,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,5,3.5,polite,arrived on time
trip_702,EMP032,cab32,CUS1010,loc702,03-01-2020 16:00:00,0,pay010,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,2,2,unfriendly,poor car quality
trip_703,EMP033,cab33,CUS1011,loc703,03-01-2020 16:00:00,0,pay011,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,2,3,unfriendly,language barrier
trip_704,EMP034,cab34,CUS1182,loc704,03-01-2020 16:00:00,0,pay182,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,2,3.9,unfriendly,friendly Driver
trip_705,EMP035,cab35,CUS1183,loc705,03-01-2020 16:00:00,2,pay183,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,5,57,completed,5,3,polite,language barrier
trip_706,EMP036,cab36,CUS1015,loc706,03-01-2020 16:00:00,3,pay015,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,6.2,55.8,completed,1,1,poor,extremely unprofessional
trip_707,EMP037,cab37,CUS1016,loc707,03-01-2020 16:00:00,4,pay016,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,3.1,58.9,completed,1,1,poor,extremely unprofessional
trip_708,EMP038,cab38,CUS1017,loc708,03-01-2020 16:00:00,0,pay017,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,2,1,unfriendly,extremely unprofessional
trip_709,EMP039,cab39,CUS1018,loc709,03-01-2020 16:00:00,0,pay018,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,2,3.5,unfriendly,arrived on time
trip_710,EMP040,cab40,CUS1021,loc710,03-01-2020 16:00:00,0,pay021,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,2,1,unfriendly,extremely unprofessional
trip_711,EMP041,cab41,CUS1022,loc711,03-01-2020 16:00:00,0,pay022,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,3,2,bad,poor car quality
trip_712,EMP042,cab42,CUS1023,loc712,03-01-2020 16:00:00,0,pay023,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,1,3,poor,language barrier
trip_713,EMP043,cab43,CUS1024,loc713,03-01-2020 16:00:00,0,pay024,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,5,2,polite,poor car quality
trip_714,EMP044,cab44,CUS1025,loc714,03-01-2020 16:00:00,0,pay025,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,2,3.9,unfriendly,friendly Driver
trip_715,EMP045,cab45,CUS1001,loc715,03-01-2020 16:00:00,0,pay001,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,3,3.5,bad,arrived on time
trip_716,EMP046,cab46,CUS1002,loc716,03-01-2020 16:00:00,0,pay002,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,4,3,friendly customer,language barrier
trip_717,EMP047,cab47,CUS1197,loc717,03-01-2020 16:00:00,0,pay197,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,1,3.5,poor,arrived on time
trip_718,EMP048,cab48,CUS1198,loc718,03-01-2020 16:00:00,0,pay198,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,5,2,polite,poor car quality
trip_719,EMP049,cab49,CUS1016,loc719,03-01-2020 16:00:00,0,pay016,3:10:00 PM,1/3/20,12:01:00 AM,16.33,62,0,62,completed,1,1,poor,extremely unprofessional
trip_720,EMP050,cab50,CUS1017,loc720,03-01-2020 16:00:00,3,pay017,2:58:00 PM,1/3/20,12:13:00 AM,16.33,62,6.2,55.8,completed,3,3,bad,language barrier
trip_721,EMP051,cab51,CUS1018,loc721,03-01-2020 16:00:00,4,pay018,2:58:00 PM,1/3/20,12:13:00 AM,16.33,62,3.1,58.9,completed,5,3.5,polite,arrived on time
trip_722,EMP052,cab52,CUS1019,loc722,03-01-2020 16:00:00,0,pay019,2:58:00 PM,1/3/20,12:13:00 AM,16.33,62,0,62,completed,4,2,friendly customer,poor car quality
trip_723,EMP053,cab53,CUS1001,loc723,03-01-2020 16:00:00,0,pay001,2:58:00 PM,1/3/20,12:13:00 AM,16.33,62,0,62,completed,3,3.5,bad,arrived on time
trip_724,EMP054,cab54,CUS1002,loc724,03-01-2020 16:00:00,0,pay002,2:58:00 PM,1/3/20,12:13:00 AM,16.33,62,0,62,completed,2,3,unfriendly,language barrier
trip_725,EMP055,cab55,CUS1003,loc725,03-01-2020 16:00:00,0,pay003,2:58:00 PM,1/3/20,12:13:00 AM,16.33,62,0,62,completed,4,3.5,friendly customer,arrived on time
trip_726,EMP056,cab56,CUS1004,loc726,03-01-2020 16:00:00,0,pay004,2:58:00 PM,1/3/20,12:13:00 AM,16.33,62,0,62,completed,1,3.5,poor,arrived on time
trip_727,EMP057,cab57,CUS1005,loc727,03-01-2020 16:00:00,0,pay005,2:58:00 PM,1/3/20,12:13:00 AM,16.33,62,0,62,completed,3,3.9,bad,friendly Driver
trip_728,EMP058,cab58,CUS1006,loc728,03-01-2020 16:00:00,0,pay006,2:58:00 PM,1/3/20,12:13:00 AM,16.33,62,0,62,completed,3,1,bad,extremely unprofessional
trip_729,EMP059,cab59,CUS1170,loc729,03-01-2020 16:44:00,0,pay170,3:01:00 PM,1/3/20,12:13:00 AM,30,79,0,79,completed,4,1,friendly customer,extremely unprofessional
trip_730,EMP060,cab60,CUS1171,loc730,03-01-2020 16:17:00,0,pay171,3:03:00 PM,1/3/20,12:13:00 AM,20.33,66,0,66,completed,3,3,bad,language barrier
trip_731,EMP061,cab61,CUS1172,loc731,03-01-2020 16:19:00,0,pay172,3:03:00 PM,1/3/20,12:13:00 AM,21,66,0,66,completed,5,3.9,polite,friendly Driver
trip_732,EMP062,cab62,CUS1173,loc732,03-01-2020 16:45:00,0,pay173,3:04:00 PM,1/3/20,12:13:00 AM,29.33,79,0,79,completed,5,3,polite,language barrier
trip_733,EMP063,cab63,CUS1174,loc733,03-01-2020 16:49:00,0,pay174,3:04:00 PM,1/3/20,12:13:00 AM,30.67,79,0,79,completed,3,2,bad,poor car quality
trip_734,EMP064,cab64,CUS1175,loc734,03-01-2020 17:34:00,0,pay175,3:24:00 PM,1/3/20,12:13:00 AM,39,83,0,83,completed,5,3.5,polite,arrived on time
trip_735,EMP065,cab65,CUS1176,loc735,03-01-2020 16:11:00,0,pay176,3:34:00 PM,1/3/20,12:13:00 AM,8,35,0,35,completed,2,2,unfriendly,poor car quality
trip_736,EMP066,cab66,CUS1177,loc736,03-01-2020 16:47:00,0,pay177,3:42:00 PM,1/3/20,12:13:00 AM,17.33,62,0,62,completed,3,1,bad,extremely unprofessional
trip_737,EMP067,cab67,CUS1178,loc737,03-01-2020 17:13:00,0,pay178,3:43:00 PM,1/3/20,12:13:00 AM,25.67,74,0,74,completed,4,3.5,friendly customer,comfortable ride
trip_738,EMP068,cab68,CUS1179,loc738,03-01-2020 16:46:00,0,pay179,3:50:00 PM,1/3/20,12:13:00 AM,14.33,45,0,45,completed,2,3.5,unfriendly,comfortable ride
trip_739,EMP069,cab69,CUS1180,loc739,03-01-2020 17:33:00,0,pay180,3:55:00 PM,1/3/20,12:13:00 AM,28.33,74,0,74,completed,1,2,poor,poor car quality
trip_740,EMP070,cab70,CUS1181,loc740,03-01-2020 16:47:00,0,pay181,3:59:00 PM,1/3/20,12:13:00 AM,11.67,39,0,39,completed,5,3.9,polite,friendly Driver
trip_741,EMP071,cab71,CUS1182,loc741,03-01-2020 17:25:00,0,pay182,4:08:00 PM,1/3/20,12:13:00 AM,21.33,66,0,66,completed,4,2,friendly customer,poor car quality
trip_742,EMP072,cab72,CUS1183,loc742,03-01-2020 17:17:00,0,pay183,4:12:00 PM,1/3/20,12:13:00 AM,17.33,62,0,62,completed,3,1,bad,extremely unprofessional
trip_743,EMP073,cab73,CUS1184,loc743,03-01-2020 17:21:00,0,pay184,4:13:00 PM,1/3/20,12:13:00 AM,18.33,62,0,62,completed,5,3.9,professional,friendly Driver
trip_744,EMP074,cab74,CUS1185,loc744,03-01-2020 17:17:00,0,pay185,4:18:00 PM,1/3/20,12:13:00 AM,15.33,45,0,45,completed,3,3,bad,language barrier
trip_745,EMP075,cab75,CUS1182,loc745,03-01-2020 17:17:00,0,pay182,4:21:00 PM,1/3/20,12:13:00 AM,14.33,45,0,45,completed,2,3.9,unfriendly,friendly Driver
trip_746,EMP076,cab76,CUS1183,loc746,03-01-2020 17:27:00,0,pay183,4:27:00 PM,1/3/20,12:13:00 AM,15.67,45,0,45,completed,3,3,bad,language barrier
trip_747,EMP077,cab77,CUS1184,loc747,03-01-2020 17:38:00,0,pay184,4:33:00 PM,1/3/20,12:13:00 AM,17.33,62,0,62,completed,2,2,unfriendly,poor car quality
trip_748,EMP078,cab78,CUS1185,loc748,03-01-2020 17:45:00,0,pay185,4:41:00 PM,1/3/20,12:13:00 AM,17,62,0,62,completed,4,3.9,friendly customer,friendly Driver
trip_749,EMP079,cab79,CUS1179,loc749,03-01-2020 18:04:00,0,pay179,4:46:00 PM,1/3/20,12:13:00 AM,21.67,66,0,66,completed,5,3.9,professional,friendly Driver
trip_750,EMP080,cab80,CUS1180,loc750,03-01-2020 17:35:00,0,pay180,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,3.9,bad,friendly Driver
trip_751,EMP081,cab81,CUS1181,loc751,03-01-2020 17:35:00,0,pay181,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,2,3.5,unfriendly,comfortable ride
trip_752,EMP082,cab82,CUS1182,loc752,03-01-2020 17:35:00,0,pay182,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,1,bad,extremely unprofessional
trip_753,EMP083,cab83,CUS1183,loc753,03-01-2020 17:35:00,0,pay183,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,4,3.9,friendly customer,friendly Driver
trip_754,EMP084,cab84,CUS1184,loc754,03-01-2020 17:35:00,0,pay184,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,4,3,friendly customer,language barrier
trip_755,EMP001,cab01,CUS1185,loc755,03-01-2020 17:35:00,4,pay185,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,1.95,37.05,completed,5,4.5,professional,comfortable ride
trip_756,EMP002,cab02,CUS1017,loc756,03-01-2020 17:35:00,0,pay017,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,2,disgusting,poor car quality
trip_757,EMP003,cab03,CUS1018,loc757,03-01-2020 17:35:00,0,pay018,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,3.5,disgusting,comfortable ride
trip_758,EMP004,cab04,CUS1019,loc758,03-01-2020 17:35:00,0,pay019,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,2,1,unfriendly,extremely unprofessional
trip_759,EMP005,cab05,CUS1020,loc759,03-01-2020 17:35:00,0,pay020,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,4,3.5,friendly customer,comfortable ride
trip_760,EMP006,cab06,CUS1021,loc760,03-01-2020 17:35:00,0,pay021,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,3.9,disgusting,friendly Driver
trip_761,EMP007,cab07,CUS1022,loc761,03-01-2020 17:35:00,0,pay022,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,4,1,friendly customer,extremely unprofessional
trip_762,EMP008,cab08,CUS1023,loc762,03-01-2020 17:35:00,0,pay023,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,4,2,friendly customer,poor car quality
trip_763,EMP009,cab09,CUS1024,loc763,03-01-2020 17:35:00,0,pay024,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,1,3.5,poor,comfortable ride
trip_764,EMP010,cab10,CUS1025,loc764,03-01-2020 17:35:00,0,pay025,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,4,2,friendly customer,poor car quality
trip_765,EMP011,cab11,CUS1026,loc765,03-01-2020 17:35:00,0,pay026,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,2,3.5,unfriendly,comfortable ride
trip_766,EMP012,cab12,CUS1188,loc766,03-01-2020 17:35:00,0,pay188,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,1,1,poor,extremely unprofessional
trip_767,EMP013,cab13,CUS1175,loc767,03-01-2020 17:35:00,0,pay175,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,3.5,disgusting,comfortable ride
trip_768,EMP014,cab14,CUS1176,loc768,03-01-2020 17:35:00,0,pay176,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,2,disgusting,poor car quality
trip_769,EMP015,cab15,CUS1019,loc769,03-01-2020 17:35:00,0,pay019,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,1,3.9,poor,friendly Driver
trip_770,EMP016,cab16,CUS1001,loc770,03-01-2020 17:35:00,0,pay001,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,4,2,friendly customer,poor car quality
trip_771,EMP017,cab17,CUS1002,loc771,03-01-2020 17:35:00,0,pay002,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,2,3,unfriendly,language barrier
trip_772,EMP018,cab18,CUS1185,loc772,03-01-2020 17:35:00,0,pay185,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,2,4.7,unfriendly,friendly Driver
trip_773,EMP019,cab19,CUS1017,loc773,03-01-2020 17:35:00,0,pay017,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,3,disgusting,language barrier
trip_774,EMP020,cab20,CUS1018,loc774,03-01-2020 17:35:00,0,pay018,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,3.9,disgusting,friendly Driver
trip_775,EMP021,cab21,CUS1019,loc775,03-01-2020 17:35:00,0,pay019,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,3,disgusting,language barrier
trip_776,EMP022,cab22,CUS1020,loc776,03-01-2020 17:35:00,0,pay020,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,4,3.9,friendly customer,friendly Driver
trip_777,EMP023,cab23,CUS1021,loc777,03-01-2020 17:35:00,0,pay021,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,5,1,professional,extremely unprofessional
trip_778,EMP024,cab24,CUS1007,loc778,03-01-2020 17:35:00,0,pay007,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,2,3.9,unfriendly,friendly Driver
trip_779,EMP025,cab25,CUS1008,loc779,03-01-2020 17:35:00,0,pay008,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,5,3.5,professional,comfortable ride
trip_780,EMP026,cab26,CUS1009,loc780,03-01-2020 17:35:00,0,pay009,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,2,3,unfriendly,language barrier
trip_781,EMP027,cab27,CUS1010,loc781,03-01-2020 17:35:00,0,pay010,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,3,2,disgusting,poor car quality
trip_782,EMP028,cab28,CUS1011,loc782,03-01-2020 17:35:00,0,pay011,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,4,2,friendly customer,poor car quality
trip_783,EMP029,cab29,CUS1182,loc783,03-01-2020 17:35:00,0,pay182,4:48:00 PM,1/3/20,12:13:00 AM,11.33,39,0,39,completed,5,3.5,professional,comfortable ride
trip_784,EMP030,cab30,CUS1183,loc784,03-01-2020 18:07:00,2,pay183,4:55:00 PM,1/3/20,12:13:00 AM,19.67,66,5,61,completed,1,3.9,poor,friendly Driver
trip_785,EMP031,cab31,CUS1200,loc785,03-01-2020 18:16:00,0,pay200,4:57:00 PM,1/3/20,12:13:00 AM,22,66,0,66,completed,5,2,professional,poor car quality
trip_786,EMP032,cab32,CUS1014,loc786,03-01-2020 18:16:00,0,pay014,5:07:00 PM,1/3/20,12:13:00 AM,18.67,62,0,62,completed,2,2,unfriendly,poor car quality
trip_787,EMP033,cab33,CUS1015,loc787,03-01-2020 17:20:00,0,pay015,5:07:00 PM,1/3/20,12:13:00 AM,0,0,0,0,Cancelled,0,0,,
trip_788,EMP034,cab34,CUS1016,loc788,03-01-2020 19:04:00,0,pay016,5:11:00 PM,1/3/20,12:13:00 AM,33.33,83,0,83,completed,5,2,professional,poor car quality
trip_789,EMP035,cab35,CUS1017,loc789,03-01-2020 18:09:00,0,pay017,5:11:00 PM,1/3/20,12:13:00 AM,15,45,0,45,completed,1,3.5,poor,comfortable ride
trip_790,EMP036,cab36,CUS1018,loc790,03-01-2020 18:26:00,0,pay018,5:12:00 PM,1/3/20,12:13:00 AM,20.33,66,0,66,completed,1,3,poor,language barrier
trip_791,EMP037,cab37,CUS1019,loc791,03-01-2020 18:37:00,0,pay019,5:19:00 PM,1/3/20,12:13:00 AM,21.67,66,0,66,completed,5,3.5,professional,comfortable ride
trip_792,EMP038,cab38,CUS1020,loc792,03-01-2020 18:23:00,0,pay020,5:24:00 PM,1/3/20,12:13:00 AM,15.33,45,0,45,completed,2,2,unfriendly,poor car quality
trip_793,EMP039,cab39,CUS1021,loc793,03-01-2020 18:53:00,0,pay021,5:27:00 PM,1/3/20,12:13:00 AM,24.33,74,0,74,completed,5,3.9,professional,friendly Driver
trip_794,EMP040,cab40,CUS1022,loc794,03-01-2020 18:39:00,0,pay022,5:38:00 PM,1/3/20,12:13:00 AM,16,62,0,62,completed,1,2,poor,poor car quality
trip_795,EMP041,cab41,CUS1023,loc795,03-01-2020 18:38:00,0,pay023,5:39:00 PM,1/3/20,12:13:00 AM,15.33,45,0,45,completed,4,1,friendly customer,extremely unprofessional
trip_796,EMP042,cab42,CUS1024,loc796,03-01-2020 19:19:00,0,pay024,5:49:00 PM,1/3/20,12:13:00 AM,25.67,74,0,74,completed,2,1,unfriendly,extremely unprofessional
trip_797,EMP043,cab43,CUS1025,loc797,03-01-2020 20:36:00,0,pay025,5:52:00 PM,1/3/20,12:13:00 AM,50.33,,0,0,completed,1,3.9,poor,friendly Driver
trip_798,EMP044,cab44,CUS1001,loc798,03-01-2020 19:01:00,0,pay001,5:54:00 PM,1/3/20,12:13:00 AM,18,62,0,62,completed,1,3.9,poor,friendly Driver
trip_799,EMP045,cab45,CUS1002,loc799,03-01-2020 19:15:00,0,pay002,5:54:00 PM,1/3/20,12:13:00 AM,22.67,66,0,66,completed,2,2,unfriendly,poor car quality
trip_800,EMP046,cab46,CUS1003,loc800,03-01-2020 19:08:00,0,pay003,6:03:00 PM,1/3/20,12:13:00 AM,17.33,62,0,62,completed,5,3.5,professional,comfortable ride
trip_801,EMP047,cab47,CUS1004,loc801,03-01-2020 19:31:00,0,pay004,6:05:00 PM,1/3/20,12:13:00 AM,24.33,74,0,74,completed,3,3.9,disgusting,friendly Driver
trip_802,EMP048,cab48,CUS1005,loc802,03-01-2020 19:19:00,0,pay005,6:11:00 PM,1/3/20,12:13:00 AM,18.33,62,0,62,completed,3,3.5,disgusting,comfortable ride
trip_803,EMP049,cab49,CUS1006,loc803,03-01-2020 19:07:00,0,pay006,6:17:00 PM,1/3/20,12:13:00 AM,12.33,39,0,39,completed,5,3,professional,language barrier
trip_804,EMP050,cab50,CUS1007,loc804,03-01-2020 19:25:00,0,pay007,6:29:00 PM,1/3/20,12:13:00 AM,14.33,45,0,45,completed,2,2,unfriendly,poor car quality
trip_805,EMP051,cab51,CUS1008,loc805,03-01-2020 19:31:00,0,pay008,6:35:00 PM,1/3/20,12:13:00 AM,14.33,45,0,45,completed,1,1,poor,extremely unprofessional
trip_806,EMP052,cab52,CUS1195,loc806,03-01-2020 20:00:00,0,pay195,6:36:00 PM,1/3/20,12:13:00 AM,23.67,74,0,74,completed,1,1,poor,extremely unprofessional
trip_807,EMP053,cab53,CUS1196,loc807,03-01-2020 19:59:00,0,pay196,6:42:00 PM,1/3/20,12:13:00 AM,21.33,66,0,66,completed,4,3.5,friendly customer,comfortable ride
trip_808,EMP054,cab54,CUS1197,loc808,03-01-2020 19:46:00,0,pay197,6:43:00 PM,1/3/20,12:13:00 AM,16.67,62,0,62,completed,5,3,professional,language barrier
trip_809,EMP055,cab55,CUS1198,loc809,03-01-2020 19:59:00,0,pay198,6:50:00 PM,1/3/20,12:13:00 AM,18.67,62,0,62,completed,5,3.5,professional,comfortable ride
trip_810,EMP056,cab56,CUS1199,loc810,03-01-2020 20:10:00,0,pay199,6:56:00 PM,1/3/20,12:13:00 AM,20.33,66,0,66,completed,3,3,disgusting,language barrier
trip_811,EMP057,cab57,CUS1200,loc811,03-01-2020 20:08:00,0,pay200,7:16:00 PM,1/3/20,12:13:00 AM,13,45,0,45,completed,2,3.9,unfriendly,friendly Driver
trip_812,EMP058,cab58,CUS1014,loc812,03-01-2020 20:19:00,0,pay014,7:24:00 PM,1/3/20,12:13:00 AM,14,45,0,45,completed,1,3.5,poor,comfortable ride
trip_813,EMP059,cab59,CUS1015,loc813,03-01-2020 20:28:00,0,pay015,7:30:00 PM,1/3/20,12:13:00 AM,15,45,0,45,completed,3,3,disgusting,language barrier
trip_814,EMP060,cab60,CUS1016,loc814,03-01-2020 21:08:00,1,pay016,7:35:00 PM,1/3/20,12:13:00 AM,26.67,74,10,64,completed,1,2,poor,poor car quality
trip_815,EMP061,cab61,CUS1017,loc815,03-01-2020 20:32:00,3,pay017,7:42:00 PM,1/3/20,12:13:00 AM,12.33,39,3.9,35.1,completed,2,3.5,unfriendly,comfortable ride
trip_816,EMP062,cab62,CUS1018,loc816,04-01-2020 00:00:00,0,pay018,8:17:00 PM,1/3/20,12:13:00 AM,70,102,0,102,completed,3,3.9,disgusting,friendly Driver
trip_817,EMP063,cab63,CUS1019,loc817,03-01-2020 21:16:00,4,pay019,8:25:00 PM,1/3/20,12:13:00 AM,12.67,39,1.95,37.05,completed,3,3.5,disgusting,comfortable ride
trip_818,EMP064,cab64,CUS1020,loc818,03-01-2020 21:43:00,0,pay020,8:27:00 PM,1/3/20,12:13:00 AM,21,66,0,66,completed,2,3.9,unfriendly,friendly Driver
trip_819,EMP065,cab65,CUS1021,loc819,03-01-2020 21:50:00,0,pay021,8:35:00 PM,1/3/20,12:13:00 AM,20.67,66,0,66,completed,2,1,unfriendly,extremely unprofessional
trip_820,EMP066,cab66,CUS1127,loc820,03-01-2020 21:34:00,0,pay127,8:38:00 PM,1/3/20,12:13:00 AM,14.33,45,0,45,completed,2,2,unfriendly,poor car quality
trip_821,EMP067,cab67,CUS1128,loc821,03-01-2020 22:51:00,0,pay128,8:41:00 PM,1/3/20,12:13:00 AM,39,83,0,83,completed,4,3,friendly customer,language barrier
trip_822,EMP068,cab68,CUS1129,loc822,04-01-2020 00:00:00,0,pay129,9:00:00 PM,1/3/20,12:13:00 AM,55.67,95,0,95,completed,1,3.9,poor,friendly Driver
trip_823,EMP069,cab69,CUS1130,loc823,03-01-2020 22:33:00,0,pay130,9:22:00 PM,1/3/20,12:13:00 AM,19.33,66,0,66,completed,2,3.9,unfriendly,friendly Driver
trip_824,EMP070,cab70,CUS1131,loc824,03-01-2020 22:16:00,0,pay131,9:25:00 PM,1/3/20,12:13:00 AM,12.67,39,0,39,completed,2,1,unfriendly,extremely unprofessional
trip_825,EMP071,cab71,CUS1132,loc825,03-01-2020 22:28:00,0,pay132,9:26:00 PM,1/3/20,12:13:00 AM,16.33,62,0,62,completed,3,3,disgusting,language barrier
trip_826,EMP072,cab72,CUS1133,loc826,03-01-2020 22:34:00,0,pay133,9:28:00 PM,1/3/20,12:13:00 AM,17.67,62,0,62,completed,2,2,unfriendly,poor car quality
trip_827,EMP073,cab73,CUS1134,loc827,03-01-2020 23:40:00,0,pay134,9:36:00 PM,1/3/20,12:13:00 AM,37,83,0,83,completed,4,2,friendly customer,poor car quality
trip_828,EMP074,cab74,CUS1020,loc828,03-01-2020 23:15:00,0,pay020,9:47:00 PM,1/3/20,12:13:00 AM,25,74,0,74,completed,4,3.5,friendly customer,comfortable ride
trip_829,EMP075,cab75,CUS1021,loc829,03-01-2020 23:05:00,0,pay021,9:47:00 PM,1/3/20,12:13:00 AM,21.67,66,0,66,completed,5,1,professional,extremely unprofessional
trip_830,EMP076,cab76,CUS1022,loc830,03-01-2020 23:06:00,0,pay022,9:55:00 PM,1/3/20,12:13:00 AM,19.33,66,0,66,completed,3,1,disgusting,extremely unprofessional
trip_831,EMP077,cab77,CUS1023,loc831,03-01-2020 23:03:00,0,pay023,10:03:00 PM,1/3/20,12:13:00 AM,15.67,45,0,45,completed,3,2,disgusting,poor car quality
